id,name,metabolites,lower_bound,upper_bound,gene_reaction_rule,annotation,notes,objective_coefficient
PUACGAMtr,"Transport of poly-?-1,6-N-acetyl-D-glucosamine (poly-?-1,6-N-acetyl-D-glucosamine synthase)","OrderedDict([('puacgam_c', -1.0), ('puacgam_p', 1.0)])",0.0,1000.0,b1021 and b1022,"OrderedDict([('bigg.reaction', 'PUACGAMtr'), ('sbo', 'SBO:0000375')])",,
DC6PDA,Chito-oligosaccharide mono-deacetylase,"OrderedDict([('ac_c', 1.0), ('chtbs6p_c', -1.0), ('h2o_c', -1.0), ('mchtbs6p_c', 1.0)])",0.0,1000.0,b1733,"OrderedDict([('bigg.reaction', 'DC6PDA'), ('sbo', 'SBO:0000375')])",,
5DGLCNR,5-dehydro-D-gluconate reductase,"OrderedDict([('5dglcn_c', -1.0), ('glcn_c', 1.0), ('h_c', -1.0), ('nadp_c', 1.0), ('nadph_c', -1.0)])",0.0,1000.0,b4266,"OrderedDict([('bigg.reaction', '5DGLCNR'), ('biocyc', 'META:RXN-14367'), ('ec-code', ['1.1.1.-', '1.1.1.69']), ('kegg.reaction', 'R01740'), ('metanetx.reaction', 'MNXR95065'), ('rhea', ['23936', '23937', '23938', '23939']), ('sbo', 'SBO:0000375')])",,
PIt2rpp_num1,Phosphate reversible transport via symport (periplasm),"OrderedDict([('h_c', 1.0), ('h_p', -1.0), ('pi_c', 1.0), ('pi_p', -1.0)])",0.0,1000.0,b3493,"OrderedDict([('bigg.reaction', 'PIt2rpp'), ('biocyc', 'META:TRANS-RXN-114'), ('metanetx.reaction', 'MNXR102872'), ('rhea', ['29939', '29940', '29941', '29942']), ('sbo', 'SBO:0000375')])",,
LEUt2rpp,L-leucine reversible transport via proton symport (periplasm),"OrderedDict([('h_c', 1.0), ('h_p', -1.0), ('leu__L_c', 1.0), ('leu__L_p', -1.0)])",0.0,1000.0,b0401,"OrderedDict([('bigg.reaction', 'LEUt2rpp'), ('metanetx.reaction', 'MNXR101055'), ('sbo', 'SBO:0000375')])",,
LCTStpp,Lactose transport via proton symport (periplasm),"OrderedDict([('h_c', 1.0), ('h_p', -1.0), ('lcts_c', 1.0), ('lcts_p', -1.0)])",0.0,1000.0,b0343,"OrderedDict([('bigg.reaction', 'LCTStpp'), ('metanetx.reaction', 'MNXR101025'), ('rhea', ['28867', '28868', '28869', '28870']), ('sbo', 'SBO:0000375')])",,
ILEt3pp,L-isoleucine transport out via proton antiport (periplasm),"OrderedDict([('h_c', 1.0), ('h_p', -1.0), ('ile__L_c', -1.0), ('ile__L_p', 1.0)])",0.0,1000.0,b4141,"OrderedDict([('bigg.reaction', 'ILEt3pp'), ('sbo', 'SBO:0000375')])",,
METt3pp_num1,L-methionine tranport out via proton antiport (periplasm),"OrderedDict([('h_c', 1.0), ('h_p', -1.0), ('met__L_c', -1.0), ('met__L_p', 1.0)])",0.0,1000.0,b1798,"OrderedDict([('bigg.reaction', 'METt3pp'), ('sbo', 'SBO:0000375')])",,
GSNt3pp,Guanosine transport out via proton antiport (periplasm),"OrderedDict([('gsn_c', -1.0), ('gsn_p', 1.0), ('h_c', 1.0), ('h_p', -1.0)])",0.0,1000.0,b3662,"OrderedDict([('bigg.reaction', 'GSNt3pp'), ('sbo', 'SBO:0000375')])",,
CLtipp,Chloride ion transport in via diffusion (periplasm),"OrderedDict([('cl_c', 1.0), ('cl_p', -1.0)])",0.0,1000.0,b1592,"OrderedDict([('bigg.reaction', 'CLtipp'), ('sbo', 'SBO:0000375')])",,
5DKGR_num1,5-keto-D-gluconate 5-reductase,"OrderedDict([('5dglcn_c', 1.0), ('glcn_c', -1.0), ('h_c', 1.0), ('nad_c', -1.0), ('nadh_c', 1.0)])",0.0,1000.0,b2842,"OrderedDict([('bigg.reaction', '5DKGR'), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', '5DKGR_reverse')])",
PItpp,Phosphate export via facillated diffusion (periplasm),"OrderedDict([('pi_c', -1.0), ('pi_p', 1.0)])",0.0,1000.0,b4020,"OrderedDict([('bigg.reaction', 'PItpp'), ('sbo', 'SBO:0000375')])",,
LEUt3pp_num1,L-leucine transport out via proton antiport (periplasm),"OrderedDict([('h_c', 1.0), ('h_p', -1.0), ('leu__L_c', -1.0), ('leu__L_p', 1.0)])",0.0,1000.0,b1798,"OrderedDict([('bigg.reaction', 'LEUt3pp'), ('sbo', 'SBO:0000375')])",,
INSt3pp,Inosine transport out via proton antiport (perisplasm),"OrderedDict([('h_c', 1.0), ('h_p', -1.0), ('ins_c', -1.0), ('ins_p', 1.0)])",0.0,1000.0,b3662,"OrderedDict([('bigg.reaction', 'INSt3pp'), ('sbo', 'SBO:0000375')])",,
INDOLEt2rpp,"Indole transport via proton symport, reversible (periplasm)","OrderedDict([('h_c', 1.0), ('h_p', -1.0), ('indole_c', 1.0), ('indole_p', -1.0)])",0.0,1000.0,b3161,"OrderedDict([('bigg.reaction', 'INDOLEt2rpp'), ('biocyc', 'META:TRANS-RXN-142'), ('metanetx.reaction', 'MNXR100835'), ('rhea', ['29227', '29228', '29229', '29230']), ('sbo', 'SBO:0000375')])",,
ILEt2rpp,L-isoleucine reversible transport via proton symport (periplasm),"OrderedDict([('h_c', 1.0), ('h_p', -1.0), ('ile__L_c', 1.0), ('ile__L_p', -1.0)])",0.0,1000.0,b0401,"OrderedDict([('bigg.reaction', 'ILEt2rpp'), ('metanetx.reaction', 'MNXR100822'), ('sbo', 'SBO:0000375')])",,
GLYtpp,Glycine transport via facillitated diffusion,"OrderedDict([('gly_c', -1.0), ('gly_p', 1.0)])",0.0,1000.0,b3927,"OrderedDict([('bigg.reaction', 'GLYtpp'), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'GLYtpp_reverse')])",
PYK6,RE2954,"OrderedDict([('dtdp_c', -1.0), ('dttp_c', 1.0), ('h_c', -1.0), ('pep_c', -1.0), ('pyr_c', 1.0)])",0.0,1000.0,b1854,"OrderedDict([('bigg.reaction', 'PYK6'), ('sbo', 'SBO:0000375')])",,
FADt,"FAD transporter, periplasm","OrderedDict([('fad_c', -1.0), ('fad_p', 1.0)])",0.0,1000.0,b1985,"OrderedDict([('bigg.reaction', 'FADt'), ('sbo', 'SBO:0000375')])",,
FADtex_num1,"FAD transport, outer membrane","OrderedDict([('fad_e', 1.0), ('fad_p', -1.0)])",0.0,1000.0,b1377,"OrderedDict([('bigg.reaction', 'FADtex'), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'FADtex_reverse')])",
AI2abcpp,Autoinducer-2 ABC transporter,"OrderedDict([('adp_c', 1.0), ('atp_c', -1.0), ('h2o_c', -1.0), ('h_c', 1.0), ('mththf_c', 1.0), ('mththf_p', -1.0), ('pi_c', 1.0)])",0.0,1000.0,b1515 and b1516 and b1513 and b1514,"OrderedDict([('bigg.reaction', 'AI2abcpp'), ('sbo', 'SBO:0000375')])",,
PAI2I,Phospho-AI-2 isomerase,"OrderedDict([('dhptdd_c', 1.0), ('dhptdp_c', -1.0)])",0.0,1000.0,b1518,"OrderedDict([('bigg.reaction', 'PAI2I'), ('sbo', 'SBO:0000375')])",,
4HBZt3pp,4-hydroxybenzoate transport out via antiporter,"OrderedDict([('4hbz_c', -1.0), ('4hbz_p', 1.0), ('h_c', 1.0), ('h_p', -1.0)])",0.0,1000.0,b3240 and b3241,"OrderedDict([('bigg.reaction', '4HBZt3pp'), ('sbo', 'SBO:0000375')])",,
CURR,NADPH-dependent curcumin reductase,"OrderedDict([('cur_c', -1.0), ('dhcur_c', 1.0), ('h_c', -1.0), ('nadp_c', 1.0), ('nadph_c', -1.0)])",0.0,1000.0,b1449,"OrderedDict([('bigg.reaction', 'CURR'), ('sbo', 'SBO:0000375')])",,
LKDRA,2-keto-3-deoxy-L-rhamnonate aldolase,"OrderedDict([('lald__L_c', 1.0), ('lkdr_c', -1.0), ('pyr_c', 1.0)])",0.0,1000.0,b2245,"OrderedDict([('bigg.reaction', 'LKDRA'), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'LKDRA_reverse')])",
METNA,L-amino acid N-acyltransferase,"OrderedDict([('accoa_c', -1.0), ('acmet_c', 1.0), ('coa_c', 1.0), ('h_c', 1.0), ('met__L_c', -1.0)])",0.0,1000.0,b1448,"OrderedDict([('bigg.reaction', 'METNA'), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'METNA_reverse')])",
XYHDL,?-D-xyloside xylohydrolase,"OrderedDict([('glc__D_c', 1.0), ('h2o_c', -1.0), ('iprimv_c', -1.0), ('xyl__D_c', 1.0)])",0.0,1000.0,b3656,"OrderedDict([('bigg.reaction', 'XYHDL'), ('sbo', 'SBO:0000375')])",,
2DGLCtex_num1,2-Deoxy-D-glucose transport via diffusion (extracellular),"OrderedDict([('2dglc_e', -1.0), ('2dglc_p', 1.0)])",0.0,1000.0,b2215,"OrderedDict([('bigg.reaction', '2DGLCtex'), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', '2DGLCtex_reverse')])",
E4PP_num1,Erythrose-4-phosphate phosphatase,"OrderedDict([('e4p_c', -1.0), ('erthrs_c', 1.0), ('h2o_c', -1.0), ('pi_c', 1.0)])",0.0,1000.0,b3826,"OrderedDict([('bigg.reaction', 'E4PP'), ('sbo', 'SBO:0000375')])",,
PUACGAMS,"Poly-?-1,6-N-acetyl-D-glucosamine synthase","OrderedDict([('puacgam_c', -1.0), ('uacgam_c', 1.0), ('udp_c', -1.0)])",0.0,1000.0,b1021 and b1022,"OrderedDict([('bigg.reaction', 'PUACGAMS'), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'PUACGAMS_reverse')])",
RU5PP,Ribulose-5-Phosphate Phosphatase,"OrderedDict([('h2o_c', -1.0), ('pi_c', 1.0), ('rbl__D_c', 1.0), ('ru5p__D_c', -1.0)])",0.0,1000.0,b2293,"OrderedDict([('bigg.reaction', 'RU5PP'), ('sbo', 'SBO:0000375')])",,
6D6SFK,6-deoxy-6-sulfofructose kinase,"OrderedDict([('adp_c', 1.0), ('atp_c', -1.0), ('h_c', 1.0), ('sf_c', -1.0), ('sfp_c', 1.0)])",0.0,1000.0,b3883,"OrderedDict([('bigg.reaction', '6D6SFK'), ('sbo', 'SBO:0000375')])",,
3SLAR,3-sulfolactaldehyde reductase,"OrderedDict([('dhps_c', 1.0), ('h_c', -1.0), ('nad_c', 1.0), ('nadh_c', -1.0), ('sla_c', -1.0)])",0.0,1000.0,b3882,"OrderedDict([('bigg.reaction', '3SLAR'), ('sbo', 'SBO:0000375')])",,
SQtex,Sulphoquinovose transport via diffusion,"OrderedDict([('sq_e', -1.0), ('sq_p', 1.0)])",0.0,1000.0,b3875,"OrderedDict([('bigg.reaction', 'SQtex'), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'SQtex_reverse')])",
EX_dhps_e,"2,3-Dihydroxypropane-1-sulfonate exchange","OrderedDict([('dhps_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'dhps'), ('sbo', 'SBO:0000627')])",,
MOX,Malate oxidase,"OrderedDict([('h2o2_c', 1.0), ('mal__L_c', -1.0), ('o2_c', -1.0), ('oaa_c', 1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'MOX'), ('ec-code', '1.1.5.4'), ('kegg.reaction', 'R00360'), ('metanetx.reaction', 'MNXR101715'), ('rhea', ['10512', '10513', '10514', '10515']), ('sbo', 'SBO:0000375')])",,
URATEtex_num1,Uric acid transport,"OrderedDict([('urate_e', -1.0), ('urate_p', 1.0)])",0.0,1000.0,b0929,"OrderedDict([('bigg.reaction', 'URATEtex'), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'URATEtex_reverse')])",
EX_cs1_e,Cesium ion exchange,"OrderedDict([('cs1_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'cs1'), ('sbo', 'SBO:0000627')])",,
CBL1tonex,Cob(1)alamin transport via ton system (extermal),"OrderedDict([('cbl1_e', -1.0), ('cbl1_p', 1.0), ('h_c', 1.0), ('h_p', -1.0)])",0.0,1000.0,b3006 and b1252 and b3005 and b3966,"OrderedDict([('bigg.reaction', 'CBL1tonex'), ('metanetx.reaction', 'MNXR96472'), ('sbo', 'SBO:0000375')])",,
CBItonex,Cobinamide transport via ton system (extermal),"OrderedDict([('cbi_e', -1.0), ('cbi_p', 1.0), ('h_c', 1.0), ('h_p', -1.0)])",0.0,1000.0,b3006 and b1252 and b3005 and b3966,"OrderedDict([('bigg.reaction', 'CBItonex'), ('metanetx.reaction', 'MNXR96468'), ('sbo', 'SBO:0000375')])",,
ARHGDx,(R)-alpha-hydroxyglutarate dehydrogenase,"OrderedDict([('akg_c', 1.0), ('h_c', 1.0), ('nad_c', -1.0), ('nadh_c', 1.0), ('r2hglut_c', -1.0)])",0.0,1000.0,b2913,"OrderedDict([('bigg.reaction', 'ARHGDx'), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'ARHGDx_reverse')])",
CPL,Carbon-phosphorous lyase,"OrderedDict([('ch4_c', 1.0), ('prcp_c', 1.0), ('prpmn_c', -1.0)])",0.0,1000.0,b4098,"OrderedDict([('bigg.reaction', 'CPL'), ('sbo', 'SBO:0000375')])",,
EX_mepn_e,Methylphosphonic acid exchange,"OrderedDict([('mepn_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'mepn'), ('sbo', 'SBO:0000627')])",,
CH4t2pp,Methane Transport(periplasm),"OrderedDict([('ch4_c', -1.0), ('ch4_p', 1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'CH4t2pp'), ('sbo', 'SBO:0000375')])",,
INOSTO,Myo-Inositol:oxygen oxidoreductase,"OrderedDict([('glcur_c', 1.0), ('h2o_c', 1.0), ('h_c', 1.0), ('inost_c', -1.0), ('o2_c', -1.0)])",0.0,1000.0,b3488,"OrderedDict([('bigg.reaction', 'INOSTO'), ('biocyc', 'META:MYO-INOSITOL-OXYGENASE-RXN'), ('ec-code', '1.13.99.1'), ('kegg.reaction', 'R01184'), ('metanetx.reaction', 'MNXR100839'), ('rhea', ['23696', '23697', '23698', '23699']), ('sbo', 'SBO:0000375')])",,
HPYRP,3-phosphohydroxypyruvate phosphatase,"OrderedDict([('3php_c', -1.0), ('h2o_c', -1.0), ('hpyr_c', 1.0), ('pi_c', 1.0)])",0.0,1000.0,b1813,"OrderedDict([('bigg.reaction', 'HPYRP'), ('sbo', 'SBO:0000375')])",,
PSURIK,Pseudouridine kinase,"OrderedDict([('adp_c', 1.0), ('atp_c', -1.0), ('h_c', 1.0), ('psd5p_c', 1.0), ('psuri_c', -1.0)])",0.0,1000.0,b2166,"OrderedDict([('bigg.reaction', 'PSURIK'), ('sbo', 'SBO:0000375')])",,
Ftex_num1,Fluoride transport via diffusion,"OrderedDict([('f_e', 1.0), ('f_p', -1.0)])",0.0,1000.0,b2215,"OrderedDict([('bigg.reaction', 'Ftex'), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'Ftex_reverse')])",
CYSItex_num1,L cystine transport via diffusion extracellular to periplasm ,"OrderedDict([('cysi__L_e', -1.0), ('cysi__L_p', 1.0)])",0.0,1000.0,b1377,"OrderedDict([('bigg.reaction', 'CYSItex'), ('biocyc', 'META:TRANS-RXN0-507'), ('metanetx.reaction', 'MNXR97004'), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'CYSItex_reverse')])",
SERtpp,L-serine export via facilitated transport,"OrderedDict([('ser__L_c', -1.0), ('ser__L_p', 1.0)])",0.0,1000.0,b1533,"OrderedDict([('bigg.reaction', 'SERtpp'), ('sbo', 'SBO:0000375')])",,
QUINDHyi,Quinate dehydrogenase (NADP),"OrderedDict([('3dhq_c', 1.0), ('h_c', 2.0), ('nadp_c', -1.0), ('nadph_c', 1.0), ('quin_c', -1.0)])",0.0,1000.0,b1692,"OrderedDict([('bigg.reaction', 'QUINDHyi'), ('sbo', 'SBO:0000375')])",,
DHGLYH,Dehydroglycine Hydratase,"OrderedDict([('dhgly_c', -1.0), ('glx_c', 1.0), ('h2o_c', -1.0), ('h_c', -1.0), ('nh4_c', 1.0)])",0.0,1000.0,s0001,"OrderedDict([('bigg.reaction', 'DHGLYH'), ('sbo', 'SBO:0000375')])",,
PNSPA,Purine Nucleoside Phorphoramidase,"OrderedDict([('gmp_c', 1.0), ('gmplys_c', -1.0), ('h2o_c', -1.0), ('nalme_c', 1.0)])",0.0,1000.0,b1103,"OrderedDict([('bigg.reaction', 'PNSPA'), ('sbo', 'SBO:0000375')])",,
4HTHRK,4-Hydroxy-L-threonine kinase,"OrderedDict([('4hthr_c', -1.0), ('adp_c', 1.0), ('atp_c', -1.0), ('h_c', 1.0), ('phthr_c', 1.0)])",0.0,1000.0,b0003,"OrderedDict([('bigg.reaction', '4HTHRK'), ('biocyc', 'META:RXN0-6564'), ('ec-code', '2.7.1.-'), ('metanetx.reaction', 'MNXR95023'), ('rhea', ['28787', '28788', '28789', '28790']), ('sbo', 'SBO:0000375')])",,
EX_sq_e,Sulphoquinovose exchange,"OrderedDict([('sq_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'sq'), ('sbo', 'SBO:0000627')])",,
URATEtpp,Uric acid transporter,"OrderedDict([('h_c', 1.0), ('h_p', -1.0), ('urate_c', 1.0), ('urate_p', -1.0)])",0.0,1000.0,b2888,"OrderedDict([('bigg.reaction', 'URATEtpp'), ('sbo', 'SBO:0000375')])",,
CS1tex_num1,Cesium transport via diffusion,"OrderedDict([('cs1_e', -1.0), ('cs1_p', 1.0)])",0.0,1000.0,b0241,"OrderedDict([('bigg.reaction', 'CS1tex'), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'CS1tex_reverse')])",
ADOCBLtonex,Adenosylcobalimin transport via ton system (extermal),"OrderedDict([('adocbl_e', -1.0), ('adocbl_p', 1.0), ('h_c', 1.0), ('h_p', -1.0)])",0.0,1000.0,b3006 and b1252 and b3005 and b3966,"OrderedDict([('bigg.reaction', 'ADOCBLtonex'), ('metanetx.reaction', 'MNXR95472'), ('sbo', 'SBO:0000375')])",,
PETNT181pp,Phosphoethanolamine transferase (c-C16:1),"OrderedDict([('12dgr181_p', 1.0), ('enlipa_p', 1.0), ('lipa_p', -1.0), ('pe181_p', -1.0)])",0.0,1000.0,b3546,"OrderedDict([('bigg.reaction', 'PETNT181pp'), ('metanetx.reaction', 'MNXR102500'), ('sbo', 'SBO:0000375')])",,
ARMEPNS,?-D-ribose 1-methylphosphonate 5-triphosphate synthase,"OrderedDict([('ade_c', 1.0), ('atp_c', -1.0), ('mepn_c', -1.0), ('rpntp_c', 1.0)])",0.0,1000.0,b4099 and b4096 and b4100 and b4101,"OrderedDict([('bigg.reaction', 'ARMEPNS'), ('sbo', 'SBO:0000375')])",,
RPNTPH,RPnTP hydrolase,"OrderedDict([('h2o_c', -1.0), ('h_c', 1.0), ('ppi_c', 1.0), ('prpmn_c', 1.0), ('rpntp_c', -1.0)])",0.0,1000.0,b4095,"OrderedDict([('bigg.reaction', 'RPNTPH'), ('sbo', 'SBO:0000375')])",,
PRCPD,"5-phospho-?-D-ribosyl 1,2-cyclic phosphate phosphodiesterase","OrderedDict([('h2o_c', -1.0), ('h_c', 1.0), ('prcp_c', -1.0), ('r15bp_c', 1.0)])",0.0,1000.0,b4092,"OrderedDict([('bigg.reaction', 'PRCPD'), ('sbo', 'SBO:0000375')])",,
MEPNtex_num1,Methylphosphonic acid transport via diffusion (extracellular to periplasm),"OrderedDict([('mepn_e', -1.0), ('mepn_p', 1.0)])",0.0,1000.0,b2215,"OrderedDict([('bigg.reaction', 'MEPNtex'), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'MEPNtex_reverse')])",
UDPGPT,Undecaprenyl-phosphate glucose phosphotransferase,"OrderedDict([('udcpgl_c', 1.0), ('udcpp_c', -1.0), ('udpg_c', -1.0), ('ump_c', 1.0)])",0.0,1000.0,b2047,"OrderedDict([('bigg.reaction', 'UDPGPT'), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'UDPGPT_reverse')])",
MEPNabcpp,Methylpshophonic acid abc transporter,"OrderedDict([('adp_c', 1.0), ('atp_c', -1.0), ('h2o_c', -1.0), ('h_c', 1.0), ('mepn_c', 1.0), ('mepn_p', -1.0), ('pi_c', 1.0)])",0.0,1000.0,b4105 and b4104 and b4106,"OrderedDict([('bigg.reaction', 'MEPNabcpp'), ('sbo', 'SBO:0000375')])",,
OMMBLHXy,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (NADPHl)","OrderedDict([('2omhmbl_c', 1.0), ('2ommbl_c', -1.0), ('h2o_c', 1.0), ('h_c', -1.0), ('nadp_c', 1.0), ('nadph_c', -1.0), ('o2_c', -1.0)])",0.0,1000.0,b0662,"OrderedDict([('bigg.reaction', 'OMMBLHXy'), ('sbo', 'SBO:0000375')])",,
OPHHXy,2-Octaprenylphenol hydroxylase (NADPH),"OrderedDict([('2ohph_c', 1.0), ('2oph_c', -1.0), ('h2o_c', 1.0), ('h_c', -1.0), ('nadp_c', 1.0), ('nadph_c', -1.0), ('o2_c', -1.0)])",0.0,1000.0,b2906,"OrderedDict([('bigg.reaction', 'OPHHXy'), ('sbo', 'SBO:0000375')])",,
PROD3,Proline dehydrogenase (q8),"OrderedDict([('1pyr5c_c', 1.0), ('h_c', 1.0), ('pro__L_c', -1.0), ('q8_c', -1.0), ('q8h2_c', 1.0)])",0.0,1000.0,b1014,"OrderedDict([('bigg.reaction', 'PROD3'), ('sbo', 'SBO:0000375')])",,
F1PP_num1,D-fructose 1-phosphate phosphatase,"OrderedDict([('f1p_c', -1.0), ('fru_c', 1.0), ('h2o_c', -1.0), ('pi_c', 1.0)])",0.0,1000.0,b0822,"OrderedDict([('bigg.reaction', 'F1PP'), ('sbo', 'SBO:0000375')])",,
ACP1p,Acid phosphatase (FMN),"OrderedDict([('fmn_p', -1.0), ('h2o_p', -1.0), ('pi_p', 1.0), ('ribflv_p', 1.0)])",0.0,1000.0,b0383,"OrderedDict([('bigg.reaction', 'ACP1p'), ('sbo', 'SBO:0000375')])",,
EX_4abzglu_e,4-aminobenzoyl-glutamate exchange,"OrderedDict([('4abzglu_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', '4abzglu'), ('sbo', 'SBO:0000627')])",,
3HPADHi,3-Hydroxypropanal Dehydrogenase,"OrderedDict([('3hpp_c', 1.0), ('3hppnl_c', -1.0), ('h2o_c', -1.0), ('h_c', 2.0), ('nad_c', -1.0), ('nadh_c', 1.0)])",0.0,1000.0,b1300,"OrderedDict([('bigg.reaction', '3HPADHi'), ('sbo', 'SBO:0000375')])",,
4ABZGLUtex_num1,P-aminobenzoyl glutamate transport via diffusion (extracellular to periplasm),"OrderedDict([('4abzglu_e', -1.0), ('4abzglu_p', 1.0)])",0.0,1000.0,b2215,"OrderedDict([('bigg.reaction', '4ABZGLUtex'), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', '4ABZGLUtex_reverse')])",
2HPTCOAT,"2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA thioesterase","OrderedDict([('2hptcl_c', 1.0), ('2hptcoa_c', -1.0), ('coa_c', 1.0), ('h2o_c', -1.0)])",0.0,1000.0,b1400,"OrderedDict([('bigg.reaction', '2HPTCOAT'), ('sbo', 'SBO:0000375')])",,
EX_metglcur_e,1-O-methyl-Beta-D-glucuronate exchange,"OrderedDict([('metglcur_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'metglcur'), ('sbo', 'SBO:0000627')])",,
MC6PH,Monoacetylchitobiose-6-phosphate hydrolase,"OrderedDict([('acgam6p_c', 1.0), ('gam_c', 1.0), ('h2o_c', -1.0), ('mchtbs6p_c', -1.0)])",0.0,1000.0,b1734,"OrderedDict([('bigg.reaction', 'MC6PH'), ('sbo', 'SBO:0000375')])",,
SLNTabcpp_num1,Selenite ABC transporter (periplasm),"OrderedDict([('adp_c', 1.0), ('atp_c', -1.0), ('h2o_c', -1.0), ('h_c', 1.0), ('pi_c', 1.0), ('slnt_c', 1.0), ('slnt_p', -1.0)])",0.0,1000.0,b2425 and b2423 and b2422 and b2424,"OrderedDict([('bigg.reaction', 'SLNTabcpp'), ('sbo', 'SBO:0000375')])",,
VALt2rpp,L-valine reversible transport via proton symport (periplasm),"OrderedDict([('h_c', 1.0), ('h_p', -1.0), ('val__L_c', 1.0), ('val__L_p', -1.0)])",0.0,1000.0,b0401,"OrderedDict([('bigg.reaction', 'VALt2rpp'), ('metanetx.reaction', 'MNXR105188'), ('sbo', 'SBO:0000375')])",,
VALt3pp_num1,L-valine transport out via proton antiport (periplasm),"OrderedDict([('h_c', 1.0), ('h_p', -1.0), ('val__L_c', -1.0), ('val__L_p', 1.0)])",0.0,1000.0,b2683 and b2682,"OrderedDict([('bigg.reaction', 'VALt3pp'), ('sbo', 'SBO:0000375')])",,
MN2tipp,Manganese transport in via permease (no H+),"OrderedDict([('mn2_c', -1.0), ('mn2_p', 1.0)])",0.0,1000.0,b1821,"OrderedDict([('bigg.reaction', 'MN2tipp'), ('sbo', 'SBO:0000375')])",,
PSURItpp,Pseudouridine transport via permease,"OrderedDict([('psuri_c', 1.0), ('psuri_p', -1.0)])",0.0,1000.0,b2164,"OrderedDict([('bigg.reaction', 'PSURItpp'), ('sbo', 'SBO:0000375')])",,
CYSTA,Cysteine transaminase,"OrderedDict([('akg_c', -1.0), ('cys__L_c', -1.0), ('glu__L_c', 1.0), ('mercppyr_c', 1.0)])",0.0,1000.0,b0928,"OrderedDict([('bigg.reaction', 'CYSTA'), ('biocyc', 'META:CYSTEINE-AMINOTRANSFERASE-RXN'), ('ec-code', ['2.6.1.1', '2.6.1.3']), ('kegg.reaction', ['R00895', 'R00896']), ('metanetx.reaction', 'MNXR96990'), ('rhea', ['17441', '17442', '17443', '17444']), ('sbo', 'SBO:0000375')])",,
FE3DCITR5,Ferric-dicitrate reductase via nadph,"OrderedDict([('cit_c', 4.0), ('fe2_c', 2.0), ('fe3dcit_c', -2.0), ('h_c', 1.0), ('nadp_c', 1.0), ('nadph_c', -1.0)])",0.0,1000.0,b3070,"OrderedDict([('bigg.reaction', 'FE3DCITR5'), ('sbo', 'SBO:0000375')])",,
4HTHRA,4-hydroxy-L-threonine aldolase,"OrderedDict([('4hthr_c', -1.0), ('gcald_c', 1.0), ('gly_c', 1.0)])",0.0,1000.0,b0870,"OrderedDict([('bigg.reaction', '4HTHRA'), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', '4HTHRA_reverse')])",
GAPP,Glyceraldehyde-3-phosphate phosphatase,"OrderedDict([('g3p_c', -1.0), ('glyald_c', 1.0), ('h2o_c', -1.0), ('pi_c', 1.0)])",0.0,1000.0,b1727,"OrderedDict([('bigg.reaction', 'GAPP'), ('sbo', 'SBO:0000375')])",,
METGLCURt2pp,1-O-methyl-Beta-D-glucuronate transport via proton symport (periplasm),"OrderedDict([('h_c', 1.0), ('h_p', -1.0), ('metglcur_c', 1.0), ('metglcur_p', -1.0)])",0.0,1000.0,b1616,"OrderedDict([('bigg.reaction', 'METGLCURt2pp'), ('sbo', 'SBO:0000375')])",,
METGLCURtex_num1,1-O-methyl-Beta-D-glucuronate via diffusion (extracellular),"OrderedDict([('metglcur_e', -1.0), ('metglcur_p', 1.0)])",0.0,1000.0,b2215,"OrderedDict([('bigg.reaction', 'METGLCURtex'), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'METGLCURtex_reverse')])",
